,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
23738,24232,3,0,1,2,2,damn lol RT @GlobalGrindNews: Janay Rice speaks on the domestic violence costume that mocks her marriage http://t.co/n6ucidNUuU
12217,12528,3,0,0,3,2,Keep those away frm Charlie Day RT @JhonenV: Just once in my life I'd like for someone's favorite part of my body to be my disgusting knees.
3272,3358,3,0,3,0,1,"@Glodupshawdy @ManOnThe_Moon_ @_tonydennis @lilthickgawdess @CHILDISHCUDl @ninathegoat @YUNGRAPE basic bitch comeback, expected"
24412,24918,3,0,0,3,2,she was telling me about this kid who's soles of his shoes are falling off. I am going to get him some shoes. hope his parents don't get mad
24428,24934,3,0,3,0,1,slap these hoes on the ass like we birthed em
3677,3783,3,3,0,0,0,@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag
23042,23525,3,1,2,0,1,"Y'all men need to watch these ""cream pies"" bitches be having yeast infections &amp; on a 7 day monistat treatment. Know the difference"
16809,17194,4,1,1,2,2,"RT @OneandOnlyTina: What I know:
You support killing babies, mock the handicapped, slept your way into Harvard then ditched your hubby &amp; ki&#8230;"
17374,17769,3,0,3,0,1,RT @Sosa_chello: Ian worried bout a bitch who ain't worried bout me &#128526;&#128175;
21322,21783,3,0,2,1,1,"Text ya bitch like ""ya man suck, meet me at da birkin store tell em get his bands up"" &#128527;"
15933,16302,3,0,3,0,1,RT @KINGof334MOBB: Skinny girls pussy be good den a mf u don't feel nothing but pussy. + 100 points on the board for skinny girls.
8330,8560,3,0,3,0,1,Can you imagine Tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful
2887,2957,3,1,2,0,1,@CommonGayTweets nigga byeeeee lmfao I'll be dammed if a fag stole my girl
5095,5246,3,0,3,0,1,"@VictorSmith90 Lightweight, heavyweight don't matter. Still knock bitches out &#128074;&#128162;&#128170;"
23745,24239,3,1,2,0,1,deadass wanted the sauce till shit got real then niggas wanna back up ooh iight then smh pussy
13785,14121,3,1,2,0,1,People ask me y I never speak up bout the subtweets n lil shit people say ...BABY tbh ion give a dam bout none of that no nigga or bitch oml
4151,4273,3,0,3,0,1,@MoenKiana fine walk bitch
23182,23666,3,0,3,0,1,Yo bitch go wild more miles on her pussy then my car do
22732,23210,3,0,3,0,1,"When somebody ask ""where da hoes at"" universal answer is ""shit u got em"""
24241,24745,3,0,3,0,1,my right ear is throbbing harder than a virgins pussy
859,878,3,1,2,0,1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Blonde tranny ass fucked http://t.co/80aRX0QJxz"
24276,24780,3,0,3,0,1,"no RT @_sirhampton_: LMFAO those trash tho RT @Barack_Obutta: Candy corn J's _sirhampton_ ""@_justspeedy: These hard? http://t.co/SQVYksdkwU"""
14443,14789,3,1,2,0,1,RT @Boobs_Shoes: On some real nigga shit some bitches need slapped...
21849,22316,3,0,3,0,1,These side bitches winning son ...
4645,4782,3,2,0,1,0,@Sarakateee @FaZe_Rain I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay
23259,23743,3,0,3,0,1,You bitches are crazy
566,575,4,0,4,0,1,"""They Faggots @JonnieSantana: Orioles petty as fuck...got swept up outta this bitch"""
8055,8280,3,2,1,0,0,Bitch you're the ugliest cunt ever.
12733,13050,3,0,3,0,1,"Man if a bad washington heights chick on Dyckman likes me grabs her pussy and yells out ""what's good son"" I'm still fuckin"
5023,5172,3,0,3,0,1,@TonyO97 fuck i look like shopping at that trash ass store
23257,23741,3,0,3,0,1,You bitch like to text emojis
20730,21179,3,1,2,0,1,She gonna pop that pussy for a real niggaa
5128,5280,3,2,1,0,0,"@WendyDavisTexas @GregAbbott_TX So you support ""illegals"" coming here and spreading disease among Americans Dream that bitch!"
23164,23648,3,0,1,2,2,Yes. And favorites this. RT @StraightCash08: @202SOLE please tell me you didn't buy that trash
13268,13595,3,0,3,0,1,Niccas catchin dem theft under $500 charges out here...shit ugly I guess niccas Tryn get it fa da holidays &#128557;&#128514;&#128514;&#128514;&#128514;
21367,21829,3,0,3,0,1,That bitch filthy http://t.co/PaAjZU0UM4
8691,8934,3,0,3,0,1,Dekalb police are some hoes...
9210,9466,3,1,2,0,1,Fronting bitches get that I just got off the island dick. Then I never hit them up again because I'm a fronting ass nigga
7889,8110,3,0,3,0,1,"Baby I can make that pussy rain, often"
13693,14029,3,0,3,0,1,Only white people use the word cunt. Todd really is taking over
3668,3769,3,0,3,0,1,"@Joan_Rivers Bitch you old ass mushroom ass bitch looking like a moldy ass toe wobbly raggedy ass vagina face BYE

http://t.co/LTi96AZjwk"
7129,7328,6,0,1,5,2,@tayscalf must have run out of brownies
10712,10992,3,1,2,0,1,I love going to @Walmart and looking at #guns with my wife. We talk about them in Spanish as the rednecks stare at us and reconsider #2A.
10713,10993,3,0,3,0,1,I love how Everybody bitches about heat fans when we win but if they lose all the haters are 10x more obnoxious
9538,9798,3,0,3,0,1,"Got my own place , pay my own bills &amp; rent &amp; 2 jobs. Tf am I worried about a next bitch for?"
24259,24763,3,0,3,0,1,never would I put bacon grease on my face and let a werewolf eat my face to save a bitch. nope nope nope!!
22683,23161,3,0,3,0,1,When a super bad bitch walk past u and u can't help but stare http://t.co/64Iwjvx2xE
7547,7761,3,0,2,1,1,"Aint this a bitch,! The power out from this shit."
7086,7284,3,0,3,0,1,@sternshow Ur still secretly lookng at Tommy Lee's cock! Jesus Christ 4getaboutit! That's a ghetto dream!
11018,11301,3,0,3,0,1,"I wanna see some ass clapping, legs shaking, i wan see a bitch get on they head fa dese BEATs..."
12798,13115,3,0,0,3,2,Me &amp; hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen... http://t.co/FOnJOFdzJC
1363,1392,3,0,3,0,1,"&#8220;@Kxng_Jase: Versace Versace, I talk shit on twitter and so that bitch blocked me&#8221;@bremarie17"
16451,16827,3,0,3,0,1,RT @Midwestmiles: This hoe ass ref got hit and fined the fighters
448,454,3,0,3,0,1,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku"""
5088,5239,3,2,1,0,0,@Versanche only faggots drive stick
9675,9939,3,0,3,0,1,Harry must thincc I'm the bitch he can fall Bacc on ah sum &#128514;&#128557; Boi BYEEEEE &#128075;&#9995;&#9996;&#65039;
12480,12792,3,0,3,0,1,"Lmao &#171;@MickDaddy_ &#171;@TylerIAm ""I mean damn bitch you was almost ready 20 minutes ago"" http://t.co/DtQGxJKJv7&#187;&#187;"
22491,22966,3,0,0,3,2,Watched some crows eat a sandwich
11666,11962,3,2,1,0,0,"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard."
24464,24971,3,0,0,3,2,stance socks trash
23081,23564,3,0,3,0,1,Yall bitches should be girlfriends for Halloween since yall been sidechiccs all year &#128514;&#128557;&#128564;
6059,6233,3,0,3,0,1,@hannah_clare12 I'm on my way to the gym already but thx bitch
17218,17610,3,0,3,0,1,RT @SayrayArriaga: Pics or it didn't happen. Or you're the side bitch.
11204,11491,3,0,3,0,1,I'm a bitch now ? Ok.
6558,6743,3,2,1,0,0,"@leighvl Niggas probably be watching me like ""Look at this Uncle Tom ass Rasta"""
13013,13332,3,0,3,0,1,My dad is a bitch.
13640,13975,3,0,3,0,1,"One night stand y'all hoes, y'all ain't nothing more!"
14183,14524,3,0,0,3,2,RT @AndrewLuck23: Charlie Crist says OCare has been great? #ccot #tcot #teaparty #PJNET #Independents @jjauthor @BettinaVLA @FLGovScott htt&#8230;
14111,14451,3,1,0,2,2,"RT @AdamWeinstein: Working theory: This ""selective race"" abortion ban passed in Florida today was just an excuse for redneck reps to say ..."
6075,6250,3,0,3,0,1,@heartlle @Kaleigh_McNasty bitch look like she gon blow away fr!
137,138,6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;"""
5077,5227,3,0,0,3,2,@UniversionRBLX Don't you have a trash can?
4185,4308,3,1,2,0,1,"@MrMooncricket oh hell no! Fuck you Uncle Tom bitch, I remember yo punk broke ass"
10906,11188,3,2,1,0,0,I still think snap chat for faggots and High Schoolers
805,822,3,0,0,3,2,#Yankees #FireCashman I don't want Arod back.
1518,1550,3,0,3,0,1,&#8220;@SheSoViciouzz: It might be RT @WarWith1Gun: Some of y'all females pussy wet cause he cried&#8221; smh
4102,4224,3,0,0,3,2,@MidwestXPride have her learn the first 30 seconds of Flesh and the Power it Holds- Death. That riff would be cool for a bird to do lol
305,310,3,0,3,0,1,"""@alejandra_p13: These bitches love Sosa"""
9575,9835,3,0,3,0,1,Greinke you sneaky son of a bitch you
8099,8324,3,1,2,0,1,"Bite me bitch , chew on a 19 footer"
14953,15309,3,0,2,1,1,RT @Dayma_micaela: I want a baby but im young and retarded so no
23467,23957,3,0,2,1,1,You're dismissed bitch. @ConchGunny: @00_jackie no.. i wanna play with you thumper..&#8221;
2727,2793,3,0,3,0,1,@CMBGaming11 @BeechHD oh you mean like how you started to be a cunt to JP about something that has nothing to do with you?
8972,9221,3,0,3,0,1,Every Psychology class has that annoying cunt who relates everything to herself just bc she has ADD and her parents got divorced #NoOneCares
10156,10429,3,0,3,0,1,I could b out here like some of these chicks...in the streets slingin pussy for a couple dollars but im not
20957,21408,3,0,3,0,1,So just chill hoe
374,379,3,0,3,0,1,"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga"
22044,22511,3,2,1,0,0,This girl is retarded
21488,21950,3,0,3,0,1,"The DMV system was recently restructured on the narrative outline of Dante's inferno. Only edit, Dante is a fat pissed-off cunt."
6054,6228,3,0,3,0,1,@gusunger feels like a video a band would pussy out on releasing. Thank god spiritualized is still around to make up for it all.
16929,17317,3,0,3,0,1,RT @PopeBeLoud: &#8220;@GrandHustla_: Everybody got at one bitch on dey insta TL who got a baby &amp; it gets NO likes... Y'all fucked up ! &#128514;&#8221; lmao t&#8230;
13909,14248,3,0,3,0,1,Pretty muthafucka pull up in this bitch like
21257,21718,3,1,2,0,1,T talked sooooo much shit today that he would mop the floor with Kyle and I. We both ended up raping his time. #bitch
20579,21026,6,0,6,0,1,S/o that real bitch
23371,23857,3,1,2,0,1,You little dumb ass bitch I dont fuck with you!
24077,24578,3,0,3,0,1,ima groovy type nigguh
21211,21671,3,2,1,0,0,Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde
21669,22132,6,2,4,0,1,Then the Mexican bitch wanna speak some other fuckin language &amp; then give attitude. Can't speak right ass! Tf
15232,15591,6,1,5,0,1,RT @FreeLaddin: This is what happens when niggas gas up ugly bitches http://t.co/dfKYmADk3b
13608,13943,3,0,3,0,1,Omg this bitch just said some shit
9121,9376,3,2,1,0,0,First thing I do when I hit the lotto is buying @moniqueeedavis two fat bitches and watching her eat both in one sitting
8913,9160,3,0,1,2,2,Early bird get the worm.
13845,14184,3,0,0,3,2,Pierce would've easily drained all these shots with us. He's so trash now smh
23128,23612,3,0,3,0,1,Yeah at&amp;t needs to get fucked up with this fuckin water proof galaxy-_- got cheerios slidin down the bitch an shit
8427,8661,3,0,0,3,2,"Charlie Kimball: ""I had nowhere to go"" http://t.co/x5gyZ46koT #IndyCar #MAVTV500"
8521,8757,3,0,3,0,1,Control yo hoes..
8467,8701,4,0,4,0,1,Chillin in the hood with my retarded ass homegirl. I feel at home.
10631,10911,3,3,0,0,0,I know righttt RT @dta_87: I hate fat loud bitches
21825,22291,3,0,3,0,1,"These little girls at Simons were telling me they like my huf socks, bitch go home &amp; do your homework"
16950,17338,3,0,3,0,1,RT @Princeeric11: #ReasonsIUnfollowedYou You unfollowed me first bitch
7199,7404,3,1,2,0,1,@treyspears3 it's fucking real retard holy fuck can you not read my tweets fucktard?
15347,15710,3,0,0,3,2,"RT @Giants: Mariano Rivera now has a street outside Yankee Stadium named after him, which Giants have also had similar honors: http://t.co/&#8230;"
20014,20457,3,0,3,0,1,RT @shoulder_LEEN: &#8220;@intentions_: New York bitches be like #ThatNYCshit #bitchesbelike #newyorkGirlsbelike #hoodbitches LMFAOO&#128514;&#128514; &#128514; https:/&#8230;
13560,13894,3,0,3,0,1,"Oh, and I'm back, bitch. No one walks all over me ever again. Ever."
11959,12263,3,0,3,0,1,It's my mans @weaselfbaby birthday!!! All the big booty bitches show him some love &#128514;&#8230; http://t.co/xddlyR1APq
23603,24096,3,0,3,0,1,based god fucked all my bitches
11360,11651,3,0,3,0,1,"I'm pissed off bitches on my dick but shit my dick soft
CAUSE THE WAY YOU CARRY YOURSELF GOT ME TICKED OFF I ain't tryin to be Rick Ross..."
16983,17372,6,0,6,0,1,RT @RBK_STEVIEJ: I love a bitch wit sum nice teeth n lips&#128524;
4392,4522,3,0,3,0,1,@Pattty_B I called your bitch ass &#128530;
23093,23577,3,0,3,0,1,Yall trustin these hoes... I've never been that gullible
11769,12068,3,0,3,0,1,"Im wearin one of walmart jackets around walmart, is that ghetto? Lmao fuck it."
665,675,3,0,3,0,1,#AlexFromTarget had them bitches wet...lmmfao
1804,1841,3,0,3,0,1,&#8220;@jcash___: @VoiceOfDStreetz noll nigga I'm Talm bout Tt and juice &#128514;&#128514;&#128514; @FreeMolly_&#8221; me too! Ion hoe Em
17212,17604,3,0,0,3,2,"RT @Savage_Glam: Idk if @IGGYAZALEA is really a man, but she surely is a trash rapper."
10964,11247,3,0,0,3,2,I think about the fact that dinosaurs evolved into birds every time I eat chicken. Dinosaurs are delicious.
12284,12595,3,0,3,0,1,LMFAOO somebody commented on my book saying I need Medical Attention bitch you the one reading it &#128514;
19373,19802,3,0,3,0,1,RT @johntherealman: So I see no ones participating in the twitter purge #pussies #ihopeitssuposetobetonight
16264,16636,3,0,3,0,1,RT @LonnieDukes: CHILL!!!! RT @Marcus_Supreme: Tweet you don't like bitches wit short hair ya mentions gon be full of this http://t.co/HaK&#8230;
20377,20823,6,0,6,0,1,RT @xleaaahh: &#8220;@1stBlocJeremiah: I want subway cookies&#8221; dem bitches do sound good rn&#128514;&#128551;
12958,13277,6,0,6,0,1,My bad dawg. That's yo hoe &#128564;
15315,15675,3,0,0,3,2,"RT @GOPBlackChick: The racists are @msnbc and its crew of anchors. Not ""right wing "" folks. @MHarrisPerry mocks mixed GOP kids.
http://t.co&#8230;"
13378,13708,3,0,1,2,2,No cuz redskins are dumpster juice RT @trackinBlackKev: game of the week. still the best rivalry in sports
1984,2024,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/u3PzeV9E9q
5400,5557,3,0,3,0,1,"@_fckwatchuthink @Huntermoore or you know, you could just go drink bleach bitch"
2593,2651,3,0,3,0,1,@BigRed2OTS she prolly got some bomb pussy too. Lol I hope haha
13809,14147,6,1,2,3,2,"Perhaps Ezra Miller is the first crack toward changing that, regardless of whether he identifies as queer over gay."
13150,13475,3,0,1,2,2,"My son is 9 and still has issues tying his shoes because he's barefoot all the time, in case you wanted to know my hillbilly status."
10218,10495,3,1,2,0,1,I don't hold feelings for my old flings I jus trade dem bitches in like my old range!! #Cap1
8756,9000,3,0,3,0,1,Do as I say soo &#128545;&#128074; R muthaafuckin J hoe &#128514;&#128514;
1915,1954,3,0,3,0,1,"&#8220;@tabatha__b: Never worried about the next bitch. Always worryin about the next meal. I'm tryna fuckin eat, fuck what you talkin bout&#8221; &#128525;&#128175;&#128175;"
15046,15403,3,0,1,2,2,RT @DreCordero: Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs.
2361,2410,3,0,3,0,1,@Abel312_ @Cuauhtli02 bruh I'm under 2 blankets like a bitch right now
17331,17726,3,0,0,3,2,RT @SkinnieTalls: It's not as easy as you'd think to find an astronaut monkey outfit at the last minute.
16504,16882,3,0,3,0,1,RT @Moniqve_: hoes be mad at you cause your nigga wanted you over her &#128564;
13595,13929,3,0,3,0,1,Omfg I'm about to murk a bitch all I see is red dude
21344,21805,3,0,3,0,1,Thas my bitch too
13747,14083,3,0,1,2,2,"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! #DietSchmiet @Oreo"
5976,6147,3,0,0,3,2,"@forgivemehera also, I put 'i touch myself' on a ned/chuck mix."
15132,15490,3,0,2,1,1,RT @EvanBecker513: @whattheflocka @zooyorkinit bitch. We could have went to als. But NOOOOOOOO. &#128545;&#128545;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#127849;&#128053;
12176,12485,3,2,1,0,0,"Just watched the scene in zero dark thirty where they pop Osama's bitch ass 
#U #S #A"
8864,9110,6,0,6,0,1,Drop it down for a niggah
22164,22633,3,0,3,0,1,This work shit for the birds....ion think it take 8 hours to do nothing....
404,409,3,0,3,0,1,"""@thotmouths: http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies"
3195,3277,3,0,3,0,1,@FredBrooklyn @DoubleGunsChip That is great. Dumb crybaby pussy.
6610,6796,3,1,2,0,1,@m_gast faggot
1989,2029,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733; http://t.co/zibllnm1ZS
3806,3915,3,0,3,0,1,@Kenny__Wright @sincerelyayla faggot
4850,4991,3,0,3,0,1,@TasteMyGayness IDC. I can still get it. That's my pussy
14257,14598,3,1,0,2,2,RT @B1B_Lancer: Cue the liberal left's Uncle Tom attacks against Tim Scott in 4...3...2... #tcot #teaparty #GOP
12097,12406,3,0,3,0,1,Josh you're a hoe &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;
8254,8483,3,0,3,0,1,But no one calls him a pussy for his injuries
12278,12589,3,0,3,0,1,LMAOO beans RT @ShamarGotHoes: this bitch is so stupid smh http://t.co/otonir2yEX
14480,14827,3,0,3,0,1,RT @BriannaChevonne: Birds of a feather flock 2gether. Hoes friends with hoes. Bitter women be with other bitter ones. Haters be with hater&#8230;
16906,17293,3,0,3,0,1,"RT @PizzaBeforeHoes: Move dat muscle hoe &#128548; 
""Tell me watchu mad foe""&#128170;&#128514; https://t.co/wlvTLgGDPg"
2212,2257,3,0,3,0,1,108 MIL RT @SooMajor: And its cause of Romo bitch ass Dez &amp; Witten not eating
8007,8232,3,1,2,0,1,Better keep ya shit n line nicca ...
16289,16661,3,1,2,0,1,RT @LowkeyStoner_: Gay girls really do get more pussy than niggas &#128514;&#128069;&#127946;&#128175;
81,81,3,0,3,0,1,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches.."
2461,2512,3,1,0,2,2,"@AnthonyCumia Enjoy it,I'm happy for you,but I hate the Yankees,and yes the Sox did choke"
9265,9521,3,0,3,0,1,Fuck off bitch
11507,11800,3,1,2,0,1,If I was a guy I'd definitely dress up as the fuck her right in the pussy guy
12995,13314,3,0,3,0,1,"My bitches pop that pussy,pop that gum and pop pills"
4541,4674,3,0,3,0,1,@RightWay2 getting into people's faces? LOL YET u r the teabagger all over my twitter dash. Shut the fuck up already.
11426,11719,3,0,3,0,1,I'm up and at it before the birds wake up so you can't tell me shit.
22963,23444,3,0,2,1,1,Woman have staring problems just as much as men..Talking all this mumbo jumbo about men..I just give them retarded faces or ignore them..
23494,23985,3,0,3,0,1,Your bitch playing games? I may be the joystick
21445,21907,3,0,3,0,1,That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/lMyhrBKxZX
22860,23339,4,0,4,0,1,Why did you release my nudes you cunt...? @sickgirl12345 http://t.co/Nn4OdiZR8l
10991,11274,3,0,0,3,2,"I took 2 ""Rebel vs. Yankee"" tests (40 questions, accents, word usage) and scored a total % of 47.5% Rebel vs. 52.5% Yankee in southern Pa."
8311,8541,3,0,3,0,1,Can I pay you to stop being a Lil bitch? Gah damn shut the fuck up!
7588,7802,3,0,3,0,1,All hoe money is gooooooooooood
21114,21568,3,0,3,0,1,Sounded like a bitch but whatever
23871,24368,3,1,2,0,1,got to the club early just to get in free and wait for hoes to show up
11738,12037,3,0,3,0,1,Im mad james let me drink that shit... payback is a bitch
2058,2099,6,0,5,1,1,"' I'm hard to kill &#1041653; , I'm countin cake up with ma finest bitch &#1041636;&#1041636; . Take off her makeup and she still look like a finalist &#1041191;&#1043359; ."
9317,9573,6,0,6,0,1,Fucked the shit out yo bitch earlier she said she couldn't stand straight
4753,4892,3,0,3,0,1,@StephenStone4 you bad little bitch
7604,7819,3,0,3,0,1,All of my bitches know they temporary
7230,7437,3,0,3,0,1,@uhCokee he's just a cunt and nobody likes him. He should choke on shit
3282,3368,3,1,2,0,1,@Goldee_Locx lmao real shit though them bitches be dumb as fuck smh
1904,1943,3,0,3,0,1,&#8220;@souljaboy: @kmichelle my ananconda don't want none unless u clean those shitty buns Hun &#128169;&#128553;&#8221;
21680,22143,3,0,0,3,2,There is a trash bag in my hall thats been there for like 2 wks. Weird thing: it changes consistency every few days
14550,14899,6,1,5,0,1,RT @CHAMPAGNE_____: karma's a bitch. don't dish what you can't take. &#128583;
8248,8476,3,0,3,0,1,But I'm calling this bitch yeah ok after you called me I return calls especially if it ain't my girl&#8230; http://t.co/6sSxOpuHge
23018,23500,3,0,2,1,1,Y'all be cool out there in that cold chasing them hoes &#9996;&#65039;
8949,9196,3,0,0,3,2,Enjoying My bed. Just perfect For me My Teddy bear and monkey It. #Singlelife #bed #teddybear
20022,20465,3,0,2,1,1,"RT @skankymunter: Pissed in shower, now checking for yellow legs."
22996,23477,3,0,0,3,2,Wow redskins don't want this
12461,12773,3,0,3,0,1,Lima fears change but yet wants to bitch about how much it sucks &#128529;
3856,3967,3,0,3,0,1,@Kstar__ lol damn. just thought i'd let you know. my dad was going super saiyan ape shit.
12783,13100,3,1,2,0,1,Maybe I don't text you first because you read my messages and don't respond. &#128529;&#128529;&#128529; k bitch. @NCPostGrad
13666,14002,3,0,2,1,1,Only bitches talk shit
1546,1580,3,0,3,0,1,&#8220;@TaeCocky: This bitch childish af https://t.co/4ZKmOr7sn8&#8221; one of my sisters would've had to crash her &#128514;
21484,21946,3,0,0,3,2,"The @Yankees are playing the @tigers tonight. In other words, I am not friends with @mtaraban."
24041,24538,3,0,3,0,1,if anyone reviews a 5 game loan player you are a cunt shouldnt be doing 5 game reviews especially at the start of FIFA
20083,20528,3,0,3,0,1,RT @sweetalliee: a loyal girl really truly does come with a smart mouth and arguments. only a hoe will let you do as you please cause she g&#8230;
15350,15713,3,0,3,0,1,RT @GirlsLoveDrugs: Talkin bout the next bitch but you ain't bout shit.
3736,3843,3,0,0,3,2,@JustTooMuchCake Lmao. it bel ike that nowadays
14199,14540,3,0,3,0,1,RT @Annnna_dav69: Ima make you my bitch &#128521;
9702,9967,3,0,3,0,1,Haven't talked to my bitch in a while lol. @RynoLewis
16970,17359,3,0,3,0,1,RT @QueenHoneyC: And too short to fuck boring hoes RT @mxchaelji: life's too short to wear boring clothes
2391,2440,6,0,4,2,1,@Alan_Casillas niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool
22723,23201,3,0,3,0,1,"When niggas wanna cheat they start an argument with their girl... ""bitch i told you i hate ketchup on my hotdogs, fuck this im out"""
10609,10889,3,0,0,3,2,I just want vanilla Oreos
24670,25182,3,0,3,0,1,when bitches be tryna wash their shit on the low lol funny af
12327,12639,3,0,3,0,1,LeVar Burton called Shatner a bitch lol.
10043,10316,3,0,3,0,1,I be joked out at half the broads on here that brag about how good they pussy/head game is...
14170,14510,3,0,2,1,1,"RT @Amber_Raynexxx: Taking my dad to dinner...Watching the NHL awards at the sports bar while both my dad and I bitch about this ""LA kings""&#8230;"
24631,25142,3,0,3,0,1,u-bitch-u
6712,6900,3,2,1,0,0,"@moneydriven @2ManyLouboutins glad about your uncle, another stupid faggot off the world, hopefully you next."
15748,16116,3,0,2,1,1,"RT @Jamilaahhh: These hoes be twerkin for Birkin, poppin coochie for Gucci, bustin wide for that Prada, Bendin over for Louis"
2674,2737,3,0,1,2,2,@BrenJJGMom @hweldon Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska
13253,13580,4,0,1,3,2,"New show announced in Lutsen, MN at Papa Charlies on January 29, 2011 http://artistdata.com/a/33ck"
18159,18564,3,0,0,3,2,RT @Yankees: The @EmpireStateBldg shines its lights in #Yankees pinstripes in honor of Derek Jeter. #FarewellCaptain http://t.co/3fp2pg85MB
16268,16640,3,0,3,0,1,RT @LosBeOnIt: Anyone and everyone can have my ex. Fuck that hoe.
2479,2531,3,1,2,0,1,@AriesTheOG cut a bitch
9923,10194,3,0,0,3,2,How is that not a yellow on Ronaldo for full on body bumping the ref?
929,949,3,0,3,0,1,#youaremoreattractive if u a real bitch!
24222,24726,3,0,3,0,1,my bitch is in town http://t.co/AwSCUEfWkY
18991,19413,3,0,3,0,1,RT @fart: My friends the 2014 @Chevrolet Malibu has the legroom and ventilation necessary for professional pussy-eating. Visit your Chevy d&#8230;
12782,13099,3,0,0,3,2,Maybe I don't feel too great because I only got 3hrs of sleep. Surely it's not last nights boxes of cookies &amp; crackers dinner! &#128055; &#128534; #chunk
1772,1808,3,0,3,0,1,&#8220;@gmail_candy: It don't matter where we at this nigga always tryna holla at a bitch &#128514;&#128514; @tranSactionRAP&#8221; where. y'all. at?
10789,11070,3,0,3,0,1,"I need some good pussy, fuck"
13694,14030,3,1,2,0,1,Only white trash and morons are offended by the #Redskins team name. #Liberalism
11843,12144,3,0,3,0,1,Iont got no type NAW bad bitches is the only thing that I like
22435,22910,3,0,0,3,2,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day' http://t.co/n9ExnuVhKs #ISIS #tcot #pjnet #lnyhbt #gop
17595,17994,3,0,3,0,1,"RT @TevGonzalez: ""@Log_Popz: If you love her hide your bitch so you keep shorty"""
2580,2637,3,1,2,0,1,@Benny_Balboa tell that boy he a hoe i just called him
21116,21570,3,0,2,1,1,Sounds like a hoe
6929,7124,3,3,0,0,0,@rickygervais BORING&amp;HACK allah and mohamed are also against fags.PLEASE mention them as well.did God take away your balls as punishment?
15898,16267,3,0,1,2,2,RT @JustReIatabIe: when you die on flappy bird &#128514; http://t.co/Pu7uqxJFMc
16115,16485,3,0,3,0,1,RT @LL_Jono: @Krhymez_24 Go home bitch
19612,20048,3,0,3,0,1,"RT @macktology101: ""Hehe"" hoe quotes"
1856,1894,3,0,3,0,1,"&#8220;@miilkkk: this dude a fucking legend bruh, fuck her right in the pussy lmao http://t.co/GfYrQ2VFYZ&#8221; true legendFuck her right in the pussy!"
21250,21711,3,1,2,0,1,Swing on her RT @CallHerEbby: I really don't like this woman. Old hag ass bitch.
1653,1688,3,1,2,0,1,&#8220;@_SickWitIT: Wish tonight was purge so I can get to hunting&#8221; Shut yo hoe ass up
9716,9981,3,1,2,0,1,He better choose up cuz ain't No Bitch checcin a nigga that she don't Fw for being wit other bitches...that don't even sound right &#9995;&#128514;&#128564;
11041,11326,3,0,0,3,2,"I was accused of never taking a full front face shot, so here is one. No slant or angle or nothing. :) http://t.co/yCuVyPV1n0"
23491,23982,3,0,3,0,1,Your bitch got her lipstick on my dick...
11265,11552,6,0,6,0,1,I'm finna start slapping bitches
11351,11642,3,0,3,0,1,I'm old school I'll smack a bitch
4064,4186,3,0,3,0,1,@McwilliamsBrett ayyy tell that bitch in your avi she needs fix a flat for dat flat ass&#128527;
11847,12148,3,0,3,0,1,"Irritating reading ppl bitch abt smthng, yet offer shit for evidence to even support their slant. Simply complaining is the easy part."
