"","term","anger","anticipation","disgust","fear","joy","sadness","surprise","trust"
"8416","nodular",0,0,0,0,0,0,0,0
"8417","nodule",0,0,0,0,0,0,0,0
"8418","noise",0,0,0,0,0,0,0,0
"8419","noisy",1,0,0,0,0,0,0,0
"8420","nomad",0,0,0,0,0,0,0,0
"8421","nomadic",0,0,0,0,0,0,0,0
"8422","nomenclature",0,0,0,0,0,0,0,0
"8423","nominal",0,0,0,0,0,0,0,0
"8424","nominate",0,0,0,0,0,0,0,0
"8425","nomination",0,0,0,0,0,0,0,0
"8426","nominee",0,0,0,0,0,0,0,0
"8427","nonce",0,0,0,0,0,0,0,0
"8428","noncompliance",1,1,0,1,0,1,0,0
"8429","nondescript",0,0,0,0,0,0,0,0
"8430","nonexistent",0,0,0,0,0,0,0,0
"8431","nonpayment",0,0,0,0,0,0,0,0
"8432","nonresident",0,0,0,0,0,0,0,0
"8433","nonsense",0,0,0,0,0,0,0,0
"8434","nonsensical",0,0,0,0,0,1,0,0
"8435","noodle",0,0,0,0,0,0,0,0
"8436","nook",0,0,0,0,0,0,0,0
"8437","noon",0,0,0,0,0,0,0,0
"8438","noose",0,0,0,0,0,1,0,0
"8439","norm",0,0,0,0,0,0,0,0
"8440","normal",0,0,0,0,0,0,0,0
"8441","normalcy",0,0,0,0,0,0,0,0
"8442","normality",0,0,0,0,0,0,0,0
"8443","nose",0,0,1,0,0,0,0,0
"8444","nostalgia",0,0,0,0,0,0,0,0
"8445","nostril",0,0,0,0,0,0,0,0
"8446","notable",0,0,0,0,1,0,0,1
"8447","notables",0,0,0,0,0,0,0,0
"8448","notably",0,0,0,0,0,0,0,0
"8449","notary",0,0,0,0,0,0,0,1
"8450","notation",0,0,0,0,0,0,0,0
"8451","notch",0,0,0,0,0,0,0,0
"8452","notched",0,0,0,0,0,0,0,0
"8453","note",0,0,0,0,0,0,0,0
"8454","notebook",0,0,0,0,0,0,0,0
"8455","noted",0,0,0,0,0,0,0,0
"8456","noteworthy",0,0,0,0,0,0,0,0
"8457","nothingness",0,0,0,0,0,1,0,0
"8458","notice",0,0,0,0,0,0,0,0
"8459","noticeable",0,0,0,0,0,0,0,0
"8460","notification",0,1,0,0,0,0,0,0
"8461","notify",0,0,0,0,0,0,0,0
"8462","notion",0,0,0,0,0,0,0,0
"8463","notional",0,0,0,0,0,0,0,0
"8464","notoriety",1,0,1,1,0,0,0,0
"8465","notwithstanding",0,0,0,0,0,0,0,0
"8466","nought",0,0,0,0,0,0,0,0
"8467","noun",0,0,0,0,0,0,0,0
"8468","nourish",0,0,0,0,0,0,0,0
"8469","nourishment",0,0,0,0,0,0,0,0
"8470","nouveau",0,0,0,0,0,0,0,0
"8471","novelty",0,0,0,0,0,0,0,0
"8472","novice",0,0,0,0,0,0,0,0
"8473","nowadays",0,0,0,0,0,0,0,0
"8474","noxious",0,0,1,1,0,0,0,0
"8475","nozzle",0,0,0,0,0,0,0,0
"8476","nuance",0,0,0,0,0,0,0,0
"8477","nuances",0,0,0,0,0,0,0,0
"8478","nucleus",0,0,0,0,0,0,0,0
"8479","nude",0,0,0,0,0,0,0,0
"8480","nudge",0,0,0,0,0,0,0,0
"8481","nudity",0,0,0,0,0,0,0,0
"8482","nugget",0,0,0,0,0,0,0,0
"8483","nuisance",1,0,0,0,0,0,0,0
"8484","nul",0,0,0,0,0,0,0,0
"8485","null",0,0,0,0,0,0,0,0
"8486","nullify",0,0,0,0,0,0,1,0
"8487","numb",0,0,0,0,0,0,0,0
"8488","number",0,0,0,0,0,0,0,0
"8489","numbering",0,0,0,0,0,0,0,0
"8490","numbers",0,0,0,0,0,0,0,0
"8491","numbness",0,0,0,0,0,1,0,0
"8492","numeral",0,0,0,0,0,0,0,0
"8493","numerator",0,0,0,0,0,0,0,0
"8494","numerical",0,0,0,0,0,0,0,0
"8495","numerically",0,0,0,0,0,0,0,0
"8496","numerous",0,0,0,0,0,0,0,0
"8497","nun",0,0,0,0,0,0,0,1
"8498","nurse",0,0,0,0,0,0,0,1
"8499","nursery",0,0,0,0,1,0,0,1
"8500","nurture",1,1,1,1,1,0,0,1
"8501","nutmeg",0,0,0,0,0,0,0,0
"8502","nutrition",0,0,0,0,0,0,0,0
"8503","nutritious",0,0,0,0,0,1,0,0
"8504","nutritive",0,0,0,0,0,0,0,0
"8505","nuts",0,0,0,0,0,0,0,0
"8506","nymph",0,0,0,0,0,0,0,0
"8507","oaf",0,0,0,0,0,0,0,0
"8508","oak",0,0,0,0,0,0,0,0
"8509","oar",0,0,0,0,0,0,0,0
"8510","oasis",0,1,0,0,1,0,0,1
"8511","oath",0,0,0,0,0,0,0,1
"8512","oatmeal",0,0,0,0,0,0,0,0
"8513","obedience",0,0,0,0,0,0,0,1
"8514","obedient",0,0,0,0,0,0,0,0
"8515","obediently",0,0,0,0,0,0,0,0
"8516","obelisk",0,0,0,0,0,0,0,0
"8517","obese",0,0,1,0,0,0,0,0
"8518","obesity",0,0,1,0,0,1,0,0
"8519","obey",0,0,0,1,0,0,0,1
"8520","obi",0,0,1,1,0,0,0,0
"8521","obit",0,0,0,0,0,1,1,0
"8522","obituary",0,0,0,0,0,1,0,0
"8523","object",0,0,0,0,0,0,0,0
"8524","objection",1,0,0,0,0,0,0,0
"8525","objectionable",0,0,0,0,0,0,0,0
"8526","objective",0,1,0,0,0,0,0,1
"8527","obligation",0,0,0,0,0,0,0,0
"8528","obligatory",0,0,0,0,0,0,0,0
"8529","oblige",0,0,0,0,0,0,0,1
"8530","obliged",0,0,0,0,0,0,0,0
"8531","obliging",1,1,1,1,1,0,1,1
"8532","obligor",0,0,0,1,0,0,0,0
"8533","oblique",0,0,0,0,0,0,0,0
"8534","obliterate",1,0,0,1,0,1,0,0
"8535","obliterated",1,0,0,1,0,0,0,0
"8536","obliteration",0,0,0,1,0,1,0,0
"8537","oblivion",1,0,0,1,0,0,0,0
"8538","oblivious",0,0,0,0,0,0,0,0
"8539","oblong",0,0,0,0,0,0,0,0
"8540","obnoxious",1,0,1,0,0,1,0,0
"8541","oboe",0,0,0,0,0,0,0,0
"8542","obscene",0,0,1,0,0,0,0,0
"8543","obscenity",1,0,1,0,0,0,0,0
"8544","obscure",0,0,0,0,0,0,0,0
"8545","obscured",0,0,0,0,0,0,0,0
"8546","obscurity",0,0,0,0,0,0,0,0
"8547","observance",0,0,0,0,0,0,0,0
"8548","observant",0,0,0,0,0,0,0,0
"8549","observation",0,0,0,0,0,0,0,0
"8550","observatory",0,0,0,0,0,0,0,0
"8551","observe",0,0,0,0,0,0,0,0
"8552","observer",0,0,0,0,0,0,0,0
"8553","observing",0,0,0,0,0,0,0,0
"8554","obsession",0,0,0,0,0,0,0,0
"8555","obsolescence",0,0,0,0,0,0,0,0
"8556","obstacle",1,0,0,1,0,1,0,0
"8557","obstetrician",0,0,0,0,0,0,0,1
"8558","obstetrics",0,0,0,0,0,0,0,0
"8559","obstinate",0,0,0,0,0,0,0,0
"8560","obstruct",1,0,0,1,0,0,0,0
"8561","obstruction",0,0,0,0,0,0,0,0
"8562","obstructive",1,0,0,0,0,0,0,0
"8563","obtain",0,0,0,0,0,0,0,0
"8564","obtainable",0,0,0,0,1,0,0,0
"8565","obtuse",0,0,0,0,0,0,0,0
"8566","obverse",0,0,0,0,0,0,0,0
"8567","obvious",0,0,0,0,0,0,0,1
"8568","ocarina",0,0,0,0,0,0,0,0
"8569","occasion",0,0,0,0,0,0,0,0
"8570","occasional",0,0,0,0,0,0,1,0
"8571","occasionally",0,0,0,0,0,0,0,0
"8572","occlusion",0,0,0,0,0,0,0,0
"8573","occult",0,0,1,1,0,0,0,0
"8574","occupancy",0,0,0,0,0,0,0,0
"8575","occupant",0,0,0,0,0,0,0,1
"8576","occupation",0,0,0,0,0,0,0,0
"8577","occupied",0,0,0,0,0,0,0,0
"8578","occupier",0,0,0,0,0,0,0,0
"8579","occupy",0,0,0,0,0,0,0,0
"8580","occupying",0,0,0,0,0,0,0,0
"8581","occur",0,0,0,0,0,0,0,0
"8582","occurrence",0,0,0,0,0,0,0,0
"8583","ocean",0,0,0,0,0,0,0,0
"8584","oceanic",0,0,0,0,0,0,0,0
"8585","octagon",0,0,0,0,0,0,0,0
"8586","octave",0,0,0,0,0,0,0,0
"8587","octopus",0,0,1,0,0,0,0,0
"8588","ocular",0,0,0,0,0,0,0,0
"8589","oddity",0,0,1,0,0,1,1,0
"8590","odds",0,0,0,0,0,0,0,0
"8591","ode",0,0,0,0,0,0,0,0
"8592","odious",1,0,1,1,0,0,0,0
"8593","odometer",0,0,0,0,0,0,0,0
"8594","odor",0,0,0,0,0,0,0,0
"8595","oestrogen",0,0,0,0,0,0,0,0
"8596","oeuvre",0,0,0,0,0,0,0,0
"8597","offal",0,0,0,0,0,0,0,0
"8598","offend",1,0,1,0,0,0,0,0
"8599","offended",1,0,0,0,0,1,0,0
"8600","offender",1,0,1,1,0,1,0,0
"8601","offense",1,0,1,1,0,1,0,0
"8602","offensive",1,0,1,0,0,0,0,0
"8603","offer",0,0,0,0,0,0,0,0
"8604","offered",0,0,0,0,0,0,0,0
"8605","offering",0,0,0,0,0,0,0,1
"8606","offhand",0,0,0,0,0,0,0,0
"8607","office",0,0,0,0,0,0,0,0
"8608","officer",0,0,0,0,0,0,0,1
"8609","offices",0,0,0,0,0,0,0,0
"8610","official",0,0,0,0,0,0,0,1
"8611","officiate",0,0,0,0,0,0,0,0
"8612","offing",0,0,0,0,0,0,0,0
"8613","offload",0,0,0,0,0,0,0,0
"8614","offset",0,1,0,0,0,0,0,0
"8615","offshoot",0,0,0,0,0,0,0,0
"8616","offside",0,0,0,0,0,0,0,0
"8617","oft",0,0,0,0,0,0,0,0
"8618","oftentimes",0,0,0,0,0,0,0,0
"8619","ogre",0,0,1,1,0,0,0,0
"8620","oil",0,0,0,0,0,0,0,0
"8621","oils",0,0,0,0,0,0,0,0
"8622","ointment",0,0,0,0,0,0,0,0
"8623","older",0,0,0,0,0,1,0,0
"8624","olfactory",0,1,0,0,0,0,0,0
"8625","oligarchy",0,0,0,0,0,0,0,0
"8626","olive",0,0,0,0,0,0,0,0
"8627","omega",0,0,0,0,0,0,0,0
"8628","omelet",0,0,0,0,0,0,0,0
"8629","omen",0,1,0,1,0,0,0,0
"8630","ominous",0,1,0,1,0,0,0,0
"8631","omission",0,0,0,0,0,0,0,0
"8632","omit",0,0,0,0,0,0,0,0
"8633","omitted",0,0,0,0,0,0,0,0
"8634","omnibus",0,0,0,0,0,0,0,0
"8635","omnipotence",0,0,0,1,0,0,0,0
"8636","omnipotent",0,0,0,0,0,0,0,0
"8637","omnipresent",0,0,0,0,0,0,0,0
"8638","omniscient",0,0,0,0,0,0,0,1
"8639","oncologist",0,0,0,0,0,0,0,0
"8640","oneness",0,0,0,0,0,0,0,0
"8641","onerous",1,0,0,0,0,1,0,0
"8642","oneself",0,0,0,0,0,0,0,0
"8643","ongoing",0,1,0,0,0,0,0,0
"8644","onion",0,0,0,0,0,0,0,0
"8645","onset",0,1,0,0,0,0,0,0
"8646","onslaught",0,0,0,0,0,0,0,0
"8647","ontology",0,0,0,0,0,0,0,0
"8648","onus",0,0,0,0,0,0,0,0
"8649","onward",0,0,0,0,0,0,0,0
"8650","onyx",0,0,0,0,0,0,0,0
"8651","ooze",0,0,1,0,0,0,0,0
"8652","oozing",0,0,0,0,0,0,0,0
"8653","opacity",0,0,0,0,0,0,0,0
"8654","opal",0,0,0,0,0,0,0,0
"8655","opaque",0,0,0,0,0,0,0,0
"8656","ope",0,0,0,0,0,0,0,0
"8657","open",0,0,0,0,0,0,0,0
"8658","opener",0,0,0,0,0,0,0,0
"8659","opening",0,0,0,0,0,0,0,0
"8660","openly",0,0,0,0,0,0,0,0
"8661","openness",0,0,0,0,0,0,0,0
"8662","opera",1,1,0,1,1,1,1,1
"8663","operatic",0,0,0,0,0,0,0,0
"8664","operation",0,0,0,1,0,0,0,1
"8665","operations",0,0,0,0,0,0,0,0
"8666","operative",0,0,0,0,0,0,0,0
"8667","operator",0,0,0,0,0,0,0,0
"8668","ophthalmic",0,0,0,0,0,0,0,0
"8669","ophthalmologist",0,0,0,0,0,0,0,0
"8670","opiate",0,0,0,0,0,0,0,0
"8671","opinion",0,0,0,0,0,0,0,0
"8672","opinionated",1,0,0,0,0,0,0,0
"8673","opium",1,0,1,1,0,1,0,0
"8674","opponent",1,1,1,1,0,0,0,0
"8675","opportune",0,0,0,0,1,0,0,0
"8676","opportunism",0,0,0,0,0,0,0,0
"8677","opportunity",0,1,0,0,0,0,0,0
"8678","oppose",0,0,0,0,0,0,0,0
"8679","opposed",1,0,0,1,0,0,0,0
"8680","opposing",0,0,0,0,0,0,0,0
"8681","opposite",0,0,0,0,0,0,0,0
"8682","opposites",0,0,0,0,0,0,0,0
"8683","opposition",1,0,0,0,0,0,0,0
"8684","oppress",1,0,1,1,0,1,0,0
"8685","oppression",1,0,1,1,0,1,0,0
"8686","oppressive",1,0,1,1,0,1,0,0
"8687","oppressor",1,0,0,1,0,1,0,0
"8688","optic",0,0,0,0,0,0,0,0
"8689","optical",0,0,0,0,0,0,0,0
"8690","optics",0,0,0,0,0,0,0,0
"8691","optimism",0,1,0,0,1,0,1,1
"8692","optimist",0,0,0,0,0,0,0,1
"8693","option",0,0,0,0,0,0,0,0
"8694","optional",0,0,0,0,0,0,0,0
"8695","optionally",0,0,0,0,0,0,0,0
"8696","options",0,0,0,0,0,0,0,0
"8697","optometrist",0,0,0,0,0,0,0,0
"8698","opulence",0,0,0,0,0,0,0,0
"8699","opulent",0,0,0,0,0,0,0,0
"8700","opus",0,0,0,0,0,0,0,0
"8701","oracle",0,1,0,0,0,0,0,1
"8702","oral",0,0,0,0,0,0,0,0
"8703","orange",0,0,0,0,0,0,0,0
"8704","oration",0,0,0,0,0,0,0,0
"8705","orator",0,0,0,0,0,0,0,0
"8706","oratory",0,0,0,0,0,0,0,0
"8707","orb",0,0,0,0,0,0,0,0
"8708","orbit",0,0,0,0,0,0,0,0
"8709","orbiting",0,0,0,0,0,0,0,0
"8710","orbs",0,0,0,0,0,0,0,0
"8711","orc",1,0,1,1,0,0,0,0
"8712","orchard",0,0,0,0,0,0,0,0
"8713","orchestra",1,0,0,0,1,1,0,1
"8714","ordained",0,0,0,0,0,0,0,1
"8715","ordeal",1,0,0,0,0,0,1,0
"8716","order",0,0,0,0,0,0,0,0
"8717","orderly",0,0,0,0,0,0,0,0
"8718","ordinance",0,0,0,0,0,0,0,1
"8719","ordinary",0,0,0,0,0,0,0,0
"8720","ordination",0,1,0,0,1,0,0,1
"8721","ordnance",0,0,0,1,0,0,0,0
"8722","ore",0,0,0,0,0,0,0,0
"8723","oregano",0,0,0,0,0,0,0,0
"8724","organ",0,1,0,0,1,0,0,0
"8725","organic",0,0,0,0,0,0,0,0
"8726","organism",0,0,0,0,0,0,0,0
"8727","organist",0,0,0,0,0,0,0,0
"8728","organization",0,1,0,0,1,0,1,1
"8729","organize",0,0,0,0,0,0,0,0
"8730","organized",0,0,0,0,0,0,0,0
"8731","orgasm",0,1,0,0,1,0,0,0
"8732","orgies",0,0,0,0,0,0,0,0
"8733","orient",0,0,0,0,0,0,0,0
"8734","oriental",0,0,0,0,0,0,0,0
"8735","orientation",0,0,0,0,0,0,0,0
"8736","orifice",0,0,0,0,0,0,0,0
"8737","origin",0,0,0,0,0,0,0,0
"8738","originality",0,0,0,0,0,0,1,0
"8739","originate",0,0,0,0,0,0,0,0
"8740","origination",0,0,0,0,0,0,0,0
"8741","originator",0,0,0,0,0,0,0,0
"8742","ornament",0,0,0,0,0,0,0,0
"8743","ornamental",0,0,0,0,0,0,0,0
"8744","ornamentation",0,0,0,0,0,0,0,0
"8745","ornamented",0,0,0,0,0,0,0,0
"8746","ornate",0,0,0,0,0,0,0,0
"8747","orphan",0,0,0,1,0,1,0,0
"8748","orthodox",0,0,0,0,0,0,0,0
"8749","orthodoxy",0,0,0,0,0,0,0,1
"8750","orthogonal",0,0,0,0,0,0,0,0
"8751","oscillate",0,0,0,0,0,0,0,0
"8752","oscillating",0,0,0,0,0,0,0,0
"8753","oscillation",0,0,0,0,0,0,0,0
"8754","oscillatory",0,0,0,0,0,0,0,0
"8755","ostensible",0,0,0,0,0,0,0,0
"8756","ostensibly",0,0,0,0,0,0,0,0
"8757","ostrich",0,0,0,0,0,0,0,0
"8758","otto",0,0,0,0,0,0,0,0
"8759","ottoman",0,0,0,0,0,0,0,0
"8760","ounce",0,0,0,0,0,0,0,0
"8761","oust",1,0,0,0,0,1,0,0
"8762","outbreak",0,0,0,0,0,0,0,0
"8763","outburst",1,0,0,1,1,1,1,0
"8764","outcast",0,0,1,1,0,1,0,0
"8765","outcome",0,0,0,0,0,0,0,0
"8766","outcry",1,0,0,1,0,0,1,0
"8767","outdo",0,1,0,0,0,0,0,0
"8768","outdoor",0,0,0,0,0,0,0,0
"8769","outfit",0,0,0,0,0,0,0,0
"8770","outgrow",0,0,0,0,0,0,0,0
"8771","outgrowth",0,0,0,0,0,0,0,0
"8772","outhouse",0,0,1,0,0,0,0,0
"8773","outing",0,0,0,0,0,0,0,0
"8774","outlandish",0,0,0,0,0,0,0,0
"8775","outlast",0,0,0,0,0,0,0,0
"8776","outlaw",0,0,0,0,0,0,0,0
"8777","outlet",0,0,0,0,0,0,0,0
"8778","outline",0,0,0,0,0,0,0,0
"8779","outlines",0,0,0,0,0,0,0,0
"8780","outlook",0,0,0,0,0,0,0,0
"8781","outlying",0,0,0,0,0,0,0,0
"8782","outnumber",0,0,0,0,0,0,0,0
"8783","outpost",0,0,0,1,0,0,0,0
"8784","outpouring",0,0,0,0,0,0,0,0
"8785","output",0,0,0,0,0,0,0,0
"8786","outrage",1,0,1,0,0,0,0,0
"8787","outrageous",0,0,0,0,0,0,1,0
"8788","outright",0,0,0,0,0,0,0,0
"8789","outrun",0,0,0,0,0,0,0,0
"8790","outset",0,0,0,0,0,0,0,0
"8791","outsider",0,0,0,1,0,0,0,0
"8792","outskirts",0,0,0,0,0,0,0,0
"8793","outspoken",0,0,0,0,0,0,0,0
"8794","outstanding",0,0,0,0,1,0,0,0
"8795","outstretched",0,0,0,0,0,0,0,0
"8796","outward",0,0,0,0,0,0,0,0
"8797","outwards",0,0,0,0,0,0,0,0
"8798","outweigh",0,0,0,0,0,0,0,0
"8799","oval",0,0,0,0,0,0,0,0
"8800","ovary",0,0,0,0,0,0,0,0
"8801","ovate",0,0,0,0,0,0,0,0
"8802","ovation",0,0,0,0,0,1,0,0
"8803","oven",0,0,0,0,0,0,0,0
"8804","overalls",0,0,0,0,0,0,0,0
"8805","overbearing",1,0,0,0,0,0,0,0
"8806","overburden",0,0,0,0,0,0,0,0
"8807","overcast",0,0,0,0,0,0,0,0
"8808","overcharged",0,0,0,0,0,0,0,0
"8809","overcoat",0,0,0,0,0,0,0,0
"8810","overdo",0,0,0,0,0,0,0,0
"8811","overdose",0,0,0,0,0,0,0,0
"8812","overdue",0,1,0,0,0,1,1,0
"8813","overestimate",0,0,0,0,0,0,1,0
"8814","overestimated",0,0,0,0,0,0,0,0
"8815","overflow",0,0,0,0,0,0,0,0
"8816","overflowing",0,0,0,0,0,0,0,0
"8817","overgrown",0,0,0,0,0,0,0,0
"8818","overgrowth",0,0,0,0,0,0,0,0
"8819","overhanging",0,0,0,0,0,0,0,0
"8820","overhaul",0,0,0,0,0,0,0,0
"8821","overhead",0,0,0,0,0,0,0,0
"8822","overjoyed",0,0,0,0,1,0,0,0
"8823","overlaid",0,0,0,0,0,0,0,0
"8824","overlap",0,0,0,0,0,0,0,0
"8825","overlay",0,0,0,0,0,0,0,0
"8826","overload",0,0,0,0,0,1,0,0
"8827","overlying",0,0,0,0,0,0,0,0
"8828","overpaid",0,0,0,0,0,0,0,0
"8829","overpass",0,0,0,0,0,0,0,0
"8830","overpower",0,0,0,0,0,0,0,0
"8831","overpowering",1,0,0,1,0,0,0,0
"8832","overpriced",1,0,1,0,0,1,0,0
"8833","override",0,0,0,0,0,0,0,0
"8834","overrule",0,0,0,0,0,0,0,0
"8835","overseer",0,0,0,0,0,0,0,0
"8836","overshadow",0,0,0,0,0,0,0,0
"8837","oversight",0,0,0,0,0,0,0,0
"8838","overstate",0,0,0,0,0,0,0,0
"8839","overstock",0,0,0,0,0,0,0,0
"8840","overt",0,0,0,1,0,0,0,0
"8841","overtake",0,0,0,0,0,0,0,0
"8842","overtaken",0,0,0,0,0,0,0,0
"8843","overthrow",0,1,0,1,0,0,0,0
"8844","overture",0,1,0,0,0,0,0,0
"8845","overturn",0,0,0,0,0,0,0,0
"8846","overwhelm",0,0,0,0,0,0,0,0
"8847","overwhelmed",0,0,0,0,0,1,0,0
"8848","overwhelming",0,0,0,0,0,0,0,0
"8849","overzealous",0,0,0,0,0,0,0,0
"8850","owe",0,0,0,0,0,0,0,0
"8851","owing",1,1,1,1,0,1,0,1
"8852","owner",0,0,0,0,0,0,0,0
"8853","ownership",0,0,0,0,0,0,0,0
"8854","ox",0,0,0,0,0,0,0,0
"8855","oxidation",0,0,0,0,0,0,0,0
"8856","oxygen",0,0,0,0,0,0,0,0
"8857","oxymoron",0,0,0,0,0,0,0,0
"8858","oyster",0,0,0,0,0,0,0,0
"8859","pace",0,0,0,0,0,0,0,0
"8860","pacific",0,0,0,0,0,0,0,0
"8861","pacify",0,0,0,0,0,0,0,0
"8862","pack",0,0,0,0,0,0,0,0
"8863","package",0,0,0,0,0,0,0,0
"8864","packer",0,0,0,0,0,0,0,0
"8865","packet",0,0,0,0,0,0,0,0
"8866","pact",0,0,0,0,0,0,0,1
"8867","pad",0,0,0,0,0,0,0,0
"8868","padding",0,0,0,0,0,0,0,0
"8869","paddle",0,1,0,0,0,0,0,0
"8870","paddock",0,0,0,0,0,0,0,0
"8871","paddy",0,0,0,0,0,0,0,0
"8872","padlock",0,0,0,0,0,0,0,0
"8873","padre",0,0,0,0,0,0,0,0
"8874","pagan",0,0,0,0,0,0,0,0
"8875","paganism",0,0,0,0,0,0,0,0
"8876","page",0,0,0,0,0,0,0,0
"8877","pageant",0,0,0,0,0,0,0,0
"8878","pagination",0,0,0,0,0,0,0,0
"8879","pagoda",0,0,0,0,0,0,0,0
"8880","pail",0,0,0,0,0,0,0,0
"8881","pain",0,0,0,1,0,1,0,0
"8882","pained",0,0,0,1,0,1,0,0
"8883","painful",1,0,1,1,0,1,0,0
"8884","painfully",0,0,0,0,0,1,0,0
"8885","painless",0,0,0,0,0,0,0,0
"8886","pains",0,0,0,0,0,0,0,0
"8887","painstaking",0,0,0,0,0,0,0,0
"8888","paint",0,0,0,0,0,0,0,0
"8889","painted",0,0,0,0,0,0,0,0
"8890","painter",0,0,0,0,0,0,0,0
"8891","painting",0,0,0,0,0,0,0,0
"8892","pair",0,0,0,0,0,0,0,0
"8893","pajamas",0,0,0,0,0,0,0,0
"8894","pal",0,0,0,0,0,0,0,0
"8895","palace",0,0,0,0,0,0,0,0
"8896","palatable",0,0,0,0,0,0,0,0
"8897","palate",0,0,0,0,0,0,0,0
"8898","paleontology",0,0,0,0,0,0,0,0
"8899","palette",0,0,0,0,0,0,0,0
"8900","pall",0,0,0,0,0,0,0,0
"8901","palladium",0,0,0,0,0,0,0,0
"8902","pallet",0,0,0,0,0,0,0,0
"8903","palliative",0,0,0,0,0,0,0,0
"8904","palm",0,0,0,0,0,0,0,0
"8905","palmer",0,0,0,0,0,0,0,0
"8906","palpable",0,0,0,0,0,0,1,0
"8907","palsy",0,0,1,1,0,1,0,0
"8908","paltry",0,0,0,0,0,0,0,0
"8909","pamper",0,0,0,0,0,0,0,0
"8910","pamphlet",0,0,0,0,0,0,0,0
"8911","pan",0,0,0,0,0,0,0,0
"8912","panacea",0,0,0,0,0,0,0,0
"8913","panache",0,0,0,0,0,0,0,0
"8914","pancake",0,0,0,0,0,0,0,0
"8915","pandemic",0,0,0,1,0,1,0,0
"8916","panel",0,0,0,0,0,0,0,0
"8917","pang",0,0,0,0,0,0,1,0
"8918","panic",0,0,0,1,0,0,0,0
"8919","panier",0,0,0,0,0,0,0,0
"8920","panorama",0,0,0,0,0,0,0,0
"8921","panoramic",0,0,0,0,0,0,0,0
"8922","pant",0,0,0,0,0,0,0,0
"8923","pantheon",0,0,0,0,0,0,0,0
"8924","panther",0,0,0,0,0,0,0,0
"8925","panties",0,0,0,0,0,0,0,0
"8926","pantomime",0,0,0,0,0,0,0,0
"8927","pantry",0,0,0,0,0,0,0,0
"8928","pants",0,0,0,0,0,0,0,0
"8929","pap",0,0,0,0,0,0,0,0
"8930","papacy",0,0,0,0,0,0,0,0
"8931","papal",0,0,0,0,0,0,0,0
"8932","paper",0,0,0,0,0,0,0,0
"8933","paprika",0,0,0,0,0,0,0,0
"8934","papyrus",0,0,0,0,0,0,0,0
"8935","par",0,0,0,0,0,0,0,0
"8936","parable",0,0,0,0,0,0,0,0
"8937","parabola",0,0,0,0,0,0,0,0
"8938","parabolic",0,0,0,0,0,0,0,0
"8939","parachute",0,0,0,1,0,0,0,0
"8940","parade",0,1,0,1,1,0,1,0
"8941","paradigm",0,0,0,0,0,0,0,0
"8942","paradox",0,0,0,0,0,0,0,0
"8943","paradoxical",0,0,0,0,0,0,0,0
"8944","paraffin",0,0,0,0,0,0,0,0
"8945","paragon",0,1,0,0,1,0,0,1
"8946","paragraph",0,0,0,0,0,0,0,0
"8947","parallax",0,0,0,0,0,0,0,0
"8948","parallel",0,0,0,0,0,0,0,0
"8949","parallelism",0,0,0,0,0,0,0,0
"8950","paralysis",1,1,0,1,0,1,0,0
"8951","paralyzed",1,0,0,1,0,1,1,0
"8952","paramount",0,0,0,0,0,0,0,0
"8953","paranoia",0,0,0,1,0,0,0,0
"8954","parapet",0,0,0,0,0,0,0,0
"8955","paraphernalia",0,0,0,0,0,0,0,0
"8956","paraphrase",0,0,0,0,0,0,0,0
"8957","parasite",0,0,1,1,0,0,0,0
"8958","parasol",0,0,0,0,0,0,0,0
"8959","parcel",0,0,0,0,0,0,0,0
"8960","parcels",0,0,0,0,0,0,0,0
"8961","parchment",0,0,0,0,0,0,0,0
"8962","pardon",0,0,0,0,0,0,0,0
"8963","pare",1,1,0,1,0,1,0,0
"8964","parenchyma",0,0,0,0,0,0,0,0
"8965","parent",0,0,0,0,0,0,0,0
"8966","parentage",0,0,0,0,0,0,0,0
"8967","parental",0,0,0,0,0,0,0,0
"8968","parenthesis",0,0,0,0,0,0,0,0
"8969","parenthetical",0,0,0,0,0,0,0,0
"8970","parietal",0,0,0,0,0,0,0,1
"8971","paring",0,0,0,0,0,0,0,0
"8972","parish",0,0,0,0,0,0,0,1
"8973","parity",0,0,0,0,0,0,0,0
"8974","park",0,0,0,0,0,0,0,0
"8975","parlance",0,0,0,0,0,0,0,0
"8976","parliament",0,0,0,0,0,0,0,1
"8977","parliamentary",0,0,0,0,0,0,0,0
"8978","parlor",0,0,0,0,0,0,0,0
"8979","parole",0,1,0,0,0,0,0,0
"8980","parquet",0,0,0,0,0,0,0,0
"8981","parrot",0,0,1,0,0,0,0,0
"8982","parry",0,0,0,0,0,0,0,0
"8983","parse",0,0,0,0,0,0,0,0
"8984","parsimonious",0,0,0,0,0,0,0,0
"8985","parsimony",0,0,0,0,0,0,0,0
"8986","parsley",0,0,0,0,0,0,0,0
"8987","parson",0,0,0,0,0,0,0,0
"8988","part",0,0,0,0,0,0,0,0
"8989","partake",0,0,0,0,0,0,0,1
"8990","partiality",0,0,0,0,0,0,0,0
"8991","partially",0,0,0,0,0,0,0,0
"8992","participate",0,0,0,0,0,0,0,0
"8993","participation",0,0,0,0,0,0,0,0
"8994","particle",0,0,0,0,0,0,0,0
"8995","particularity",0,0,0,0,0,0,0,0
"8996","particulars",0,0,0,0,0,0,0,0
"8997","parting",0,0,0,0,0,1,0,0
